Thoigian,Linh_vuc,Chuyen_muc,Dia_diem,Muc_do,Nguon_tin,Tin_bai,Tom_tat_noi_dung
11/12/2023,đất đai,"thực trạng, sai phạm",Ninh Bình,2,Dân trí,Vùng lõi di sản thế giới Tràng An nham nhở homestay trái phép.,"Tại khu vực thôn Khê Thượng, xã Ninh Xuân, huyện Hoa Lư nhiều homestay vi phạm cũ mới chỉ được tháo dỡ một phần, chưa hoàn trả lại mặt bằng khiến cảnh quan khu vực di sản trở nên nham nhở bởi các khối bê tông thô kệch che chắn hệ thống núi đá vôi và cây rừng xanh tươi."
11/12/2023,đất đai,"thực trạng, sai phạm",Khánh Hòa,2,Xây dựng,"Khánh Hoà: Chưa xong đền bù, nhà dân bỗng dưng bị phá dỡ.","dù hai căn nhà dân dính vào dự án Xây dựng và Kinh doanh cơ sở hạ tầng Khu công nghiệp Ninh Thuỷ, phường Ninh Thuỷ, thị xã Ninh Hoà, tỉnh Khánh Hoà đang trong giai đoạn thương lượng giá đền bù, hỗ trợ tái định cư, tuy nhiên chủ đầu tư dự án đã tự ý phá dỡ hai căn nhà của người dân, gây nhiều bức xúc."
11/12/2023,nước,"chính sách, quản lý",toàn quốc,4,Kinh tế nông thôn,Quản lý chất lượng môi trường nước và giải pháp.,"Theo khảo sát của Hội Nước sạch và Môi trường Việt Nam, các nguồn xả thải ra hệ thống Bắc Hưng Hải hiện nay gồm: Nước thải sinh hoạt chiếm 58,81%, nước thải công nghiệp chiếm 24,60%, nước thải thủy sản chiếm 7,35%; nước thải chăn nuôi chiếm 5,53%; nước thải làng nghề, y tế, cơ sở SXKD chiếm 3,71 %. Sau khảo sát và nghiên cứu, Hội Nước sạch và Môi trường Việt Nam có đưa ra một số các giải pháp."
11/12/2023,nước,"chính sách, quản lý",toàn quốc,4,VnExpress,Đặt hàng nhà khoa học giải quyết thách thức vùng Tây Nam Bộ.,"Đồng bằng sông Cửu Long đang đối mặt với hạn mặn, sạt lở, thiếu nước… Thứ trưởng Trần Hồng Thái mong muốn nhà khoa học nghiên cứu giải quyết cách thách thức trên. Thông điệp được Thứ trưởng Khoa học và Công nghệ Trần Hồng Thái nói tại hội nghị ""Định hướng phát triển và ứng dụng khoa học công nghệ đảm bảo an ninh nguồn nước giai đoạn 2021 - 2030"" tổ chức tại TP HCM chiều 8/12."
11/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Đại Đoàn Kết,Nhiều cách làm hay của các tổ chức tôn giáo trong công tác bảo vệ môi trường,"Ngày 9/12, tại tỉnh Ninh Bình, Ban Thường trực UBTƯ MTTQ Việt Nam phối hợp cùng Bộ Tài nguyên và Môi trường tổ chức Hội nghị tập huấn, tuyên truyền phổ biến giáo dục pháp luật, nâng cao năng lực, kiến thức về bảo vệ môi trường và ứng phó với biến đổi khí hậu cho tôn giáo các tỉnh Đồng bằng sông Hồng và một số tỉnh khu vực Bắc Trung bộ."
11/12/2023,môi trường,"chính sách, quản lý",Nam Định,4,Thanh niên,"Phiên chất vấn HĐND tỉnh Nam Định 'nóng' với tội phạm trên không gian mạng, rác thải.","trong phần báo cáo tổng hợp ý kiến, kiến nghị của cử tri, đại biểu Khúc Mạnh Kiên, Bí thư H.Nam Trực, đề nghị Sở TN-MT giải quyết vấn đề quỹ đất quy hoạch nghĩa trang và vấn đề xử lý rác thải. Giám đốc Sở TN-MT Nam Định cho biết thêm, thời gian qua, tỉnh đã ban hành nhiều quyết định về quy định quản lý chất thải trên địa bàn tỉnh… Hiện, tỉnh Nam Định đã đưa vào 4 điểm tập kết rác thải tập trung trong toàn tỉnh gồm: khu xử lý rác thải Mỹ Thành, khu Quất Lâm, Nghĩa Hưng và Ý Yên. Sở TN-MT đã kêu gọi các nhà đầu tư, các nhà đầu tư đã về nghiên cứu để tập trung xử lý rác thải công nghiệp và rác thải sinh hoạt…"
11/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,VnExpress,Nghiên cứu công nghệ tận dụng rác như tài nguyên.,"Thứ trưởng Khoa học và Công nghệ Trần Hồng Thái cho biết các hướng nghiên cứu và chuyển giao công nghệ cần giải quyết bài toán môi trường và tận dụng rác như nguồn tài nguyên. Thông tin được Thứ trưởng Thái nêu tại hội thảo ""Công nghệ xử lý chất thải rắn sinh hoạt - thực trạng và giải pháp"" tổ chức tại Bến Tre, sáng 9/12."
11/12/2023,môi trường,"chính sách, quản lý",Bà Rịa - Vũng Tàu,4,"Lao động,",Vũng Tàu triển khai phân loại rác tại các trường học trong năm 2024.,"UBND xã Long Sơn (TP Vũng Tàu) cùng đại diện Thôn 1 đã tiếp nhận bàn giao ""mô hình Phân loại rác thải tại nguồn hướng đến nền kinh tế tuần hoàn - Mô hình dân cư”. Đây là dự án thí điểm được tỉnh Bà Rịa - Vũng Tàu, TP Vũng Tàu cho phép Công ty TNHH Đại chúng Hóa dầu (SCGC) áp dụng, triển khai từ tháng 5/2022 tại thôn 1, xã Long Sơn, nhằm mục đích nâng cao nhận thức của người dân địa phương về việc phân loại rác thải; quảng bá về giá trị của rác thải nếu được phân loại đúng cách."
11/12/2023,môi trường,"chính sách, quản lý",TP.HCM,4,"VTC News, Tuổi trẻ",Tỷ lệ đất cây xanh công cộng tại TP.HCM không bằng 1/3 Hà Nội.,"Theo các chuyên gia, mỗi người dân đô thị cần diện tích 7m2 cây xanh/người để đảm bảo không khí trong lành. Theo đó, TP.HCM đang đặt mục tiêu trồng 10 triệu cây xanh trong giai đoạn 2020 – 2025 nhằm cải thiện tình trạng ô nhiễm môi trường của thành phố."
11/12/2023,môi trường,"chính sách, quản lý",Tiền Giang,4,VOV,"Cuối năm 2025, Tiền Giang mới có nhà máy xử lý rác thải đúng quy định.","hiện nay, rác thải sinh hoạt đang là vấn đề nan giải ở tỉnh Tiền Giang, lượng rác ngày càng tồn động nhiều. Trong khi đó, giải pháp kêu gọi đầu tư xây dựng nhà máy xử lý rác nhanh nhất cũng phải đến cuối năm 2025 mới hoàn thành."
11/12/2023,môi trường,"chính sách, quản lý",Hà Nam,4,VTV,Ngăn đổ trộm rác thải: Lắp camera giám sát là chưa đủ.,"để kịp thời phát hiện, ngăn chặn và xử lí các hành vi đổ trộm rác thải không đúng loại, không đúng nơi quy định, ảnh hưởng đến vệ sinh môi trường cũng như vấn đề thu gom, xử lí rác thải tại các điểm trung chuyển rác, nhiều xã, thị trấn trên địa bàn huyện Thanh Liêm, Hà Nam đã thực hiện lắp đặt camera giám sát tại khu vực nhà tập kết rác."
11/12/2023,môi trường,"chính sách, quản lý",Thừa Thiên - Huế,4,VietNamPlus,"Giúp người dân Huế thay đổi hành vi trong phân loại rác tại nguồn,","sáng 9/12, Ban Quản lý Dự án ""Huế - Đô thị giảm nhựa ở miền Trung Việt Nam"" cùng Tổ chức Quốc tế về Bảo tồn Thiên nhiên tại Việt Nam (WWF-Việt Nam) tổ chức Hội thảo đánh giá kết quả thực hiện Dự án ""Huế - Đô thị giảm nhựa ở miền Trung Việt Nam"" năm 2023. Thời gian tới, nhằm Dự án ""Huế - Đô thị giảm nhựa ở miền Trung Việt Nam"" sẽ triển khai hoạt động cải thiện bãi rác Thủy Phương và hỗ trợ nâng cao hiệu quả hoạt động của Nhà máy xử lý rác Phú Sơn."
11/12/2023,môi trường,"chính sách, quản lý",TP.HCM,4,VTV,TP. Hồ Chí Minh: Bài toán xử lý chất thải rắn tại bãi rác Củ Chi,"Thời gian qua, hàng trăm hộ dân sống gần Khu liên hợp xử lý chất thải rắn Tây Bắc, huyện Củ Chi, TP. Hồ Chí Minh rất bức xúc khi các nhà máy trong khu liên hợp này gây ô nhiễm môi trường, không chỉ ảnh hưởng đến việc sản xuất nông nghiệp mà còn ảnh hưởng tới đời sống sinh hoạt, sức khoẻ của người dân. Để khắc phục, từ cách đây 20 năm, TP. Hồ Chí Minh đã phê duyệt dự án bồi thường, giải tỏa để trồng cây xanh cách ly Khu liên hợp xử lý chất thải rắn Tây Bắc giai đoạn 1."
11/12/2023,môi trường,"thực trạng, sai phạm",Hà Nội,2,"Lao động, Dân trí",Ô nhiễm không khí đến mức báo động ở các tỉnh Bắc Bộ.,"số liệu quan trắc ô nhiễm không khí của Pam Air cho biết lúc 11 giờ ngày 10/12/2023, chỉ số AQI (chỉ số chất lượng không khí) ở nhiều khu vực tại Hà Nội dao động ở mức trên 150 đơn vị, là mức độ gây hại cho sức khỏe, nằm trong số những thành phố ô nhiễm nhất thế giới."
11/12/2023,môi trường,"chính sách, quản lý",Hà Nội,4,Sức khoẻ & Đời sống,Chuyên gia phân tích nguyên nhân Hà Nội ô nhiễm không khí nhiều ngày.,"Theo PGS.TS Vũ Thanh Ca, nguyên giảng viên cao cấp Đại học TN&MT Hà Nội lý giải: Hà Nội và các tỉnh phía Bắc đang ở trong mùa Đông, lượng nhiệt mặt đất nhận được từ mặt trời rất ít, vào ban đêm và sáng sớm, mặt đất bị lạnh đi nhanh, xảy ra hiện tượng nghịch nhiệt, lớp không khí dưới đất lạnh hơn không khí bên trên, đây là hiện tượng phân tầng ổn định, nó làm cho không khí nặng hơn không thể chuyển động lên phía trên. Tất cả các nguồn thải từ ô tô, xe máy và các nguồn ô nhiễm khác bị lưu giữ ở gần mặt đất."
11/12/2023,môi trường,"chính sách, quản lý",Hà Nội,4,"Chính phủ,",Sử dụng giao thông công cộng để cải thiện chất lượng không khí.,"để cải thiện chất lượng không khí, Sở Tài nguyên và Môi trường Hà Nội đề nghị các sở, ban, ngành cùng phối hợp thực hiện các giải pháp. Khuyến khích người dân sử dụng phương tiện giao thông công cộng; sử dụng các phương tiện thân thiện với môi trường."
11/12/2023,môi trường,"thực trạng, sai phạm",Đắk Nông,2,Tiền phong,Trạm trộn ‘vô chủ’ ở Đắk Nông gây ô nhiễm môi trường.,"hơn 2 năm nay, trạm trộn nhựa đường của Cty Cổ phần Đầu tư xây dựng và Phát triển Phúc Vinh đã xả thải dầu FO và nhựa đường ra khu vực ven suối thôn Tân Hòa gây ô nhiễm môi trường. Người dân thôn Tân Hòa đã bày tỏ lo ngại về sức khoẻ khi đang sử dụng nước trực tiếp từ khu suối. Cơ quan chức năng đang lúng túng trong việc xử lý vi phạm về môi trường vì không xác định được chủ trạm trộn."
11/12/2023,môi trường,"thực trạng, sai phạm",Hà Nội,2,VTC News,Hà Nội: Rác thải bủa vây tuyến đường 300 tỷ đồng bị chậm tiến độ.,"sau nhiều năm thi công, đường Trần Hữu Dực kéo dài, nối từ đầu đường Lê Đức Thọ đến Phạm Hùng chậm tiến độ, đã trở thành nơi tập kết rác thải, bãi đỗ xe."
11/12/2023,môi trường,"thực trạng, sai phạm",Hà Nội,2,Người lao động,Cảnh hoang tàn của nhà máy xử lý rác trị giá trăm tỉ.,"Dự án Nhà máy xử lý rác thải Phương Đình (huyện Đan Phượng, TP Hà Nội) sau thời gian bị bỏ hoang đến nay các hạng mục đang bị hoen gỉ, xuống cấp"
11/12/2023,môi trường,"thực trạng, sai phạm",Quảng Ninh,2,Môi trường & Đô thị,"Cẩm Phả (Quảng Ninh): Trạm bê tông Asphalt hoạt động không phép, trách nhiệm thuộc về ai?","dù không được cấp phép hoạt động, thậm chí bị  UBND TP Cẩm Phả yêu cầu dừng xây dựng, nhưng trạm bê tông nhựa nóng (trạm Asphalt – PV) tại Cụm cảng Cẩm Hải vẫn ‘phớt lờ’ lệnh cấm, ồ ạt thi công xây dựng và hoạt động rầm rộ gây ảnh hưởng tiêu cực đến môi trường, gây bức xúc dư luận. Trong đó, chủ đầu tư ‘đổ lỗi’ do UBND TP Cẩm Phả chậm trễ trong việc cấp phép, hoàn thiện các thủ tục pháp lý"
11/12/2023,môi trường,"kiến nghị, xử lý",Thừa Thiên - Huế,4,"Môi trường & Đô thị, Dân Việt",Thừa Thiên Huế: Xử phạt gần 200 triệu một công ty xả thải vượt quy chuẩn.,"Công ty TNHH MTV đầu tư và phát triển hạ tầng Khu Công nghiệp có hành vi vi phạm xả nước thải có chứa các thông số môi trường thông thường vượt quy chuẩn kỹ thuật về chất thải vào môi trường từ 5 lần đến dưới 10 lần. Theo đó, Chủ tịch UBND tỉnh Thừa Thiên Huế đã ra quyết định xử phạt Công ty TNHH MTV đầu tư vàphát triển hạ tầng Khu Công nghiệp số tiền 195 triệu đồng. Đồng thời yêu cầu công ty hoàn trả kinh phí hơn 7,1 triệu đồng cho Trung tâm Quan trắc Tài nguyên và Môi trường (thuộc Sở TN&MT)"
11/12/2023,môi trường,"thực trạng, sai phạm",Sóc Trăng,2,Môi trường & Đô thị,Sóc Trăng: Dân khốn khổ vì ô nhiễm môi trường do hoạt động sản xuất của công ty CP ATT Nam Sông Hậu.,"Trong đó, dù chưa đủ điều kiện hoạt động theo quy định về công tác bảo vệ môi trường, thế nhưng thời gian qua công ty cổ phần ATT Nam Sông Hậu đã tiến hành các hoạt động sản xuất gây ô nhiễm môi trường nghiêm trọng, ảnh hưởng đến cuộc sống của người dân."
11/12/2023,môi trường,"thực trạng, sai phạm",Đắk Nông,2,VietNamPlus,"Đắk Nông: Nhựa đường, dầu FO chảy tràn ra môi trường từ trạm bêtông 'vô chủ'.","một trạm trộn bêtông nhựa nóng tại thành phố Gia Nghĩa, tỉnh Đắk Nông, đã ngưng hoạt động nhiều năm bị rò rỉ nguyên liệu, phụ gia làm nhựa đường tràn ra môi trường."
11/12/2023,môi trường,"thực trạng, sai phạm",Nghệ An,2,Dân sinh,Nghệ An: Khu xử lí rác thải gần 50 tỉ bỏ không.,"được đầu tư 48 tỉ đồng để xây dựng khu xử lý rác thải sinh hoạt, nhưng sau 2 năm hoàn thành, khu xử lý rác thải huyện Quỳ Hợp vẫn không vận hành được."
11/12/2023,môi trường,"thực trạng, sai phạm",Nghệ An,2,Tiền phong,"Khu xử lý rác 48 tỷ đồng ‘đắp chiếu’, người dân khốn khổ vì ô nhiễm.","Đến nay bãi rác cũ vẫn phải ""oằn mình"" tiếp nhận rác dù đã quá tải và gây ô nhiễm môi trường."
11/12/2023,môi trường,"thực trạng, sai phạm",Nam Định,2,Giao thông,"Nam Định: Dân tố bãi rác ô nhiễm nặng, xã nói không thấy mùi hôi.","người dân sinh sống ở hai xã Hải Trung, Hải Bắc (huyện Hải Hậu, tỉnh Nam Định) rất bức xúc việc bãi rác nằm sát khu dân cư, mùi hôi thối nồng nặc, khói bụi gây ô nhiễm môi trường, xe ra vào bãi rác gây mất trật tự an toàn giao thông."
11/12/2023,môi trường,"thực trạng, sai phạm",Cà Mau,2,"Một Thế giới,",Cà Mau: Dân bức xúc vì bãi tập kết rác trong khu dân cư bốc mùi hôi thối.,"ngày 8.12, nhiều hộ dân khu vực chợ Nhà Phấn (xã Thạnh Phú, huyện Cái Nước, tỉnh Cà Mau) bức xúc phản ánh tình trạng bãi tập kết rác nằm trong khu vực chợ, có dân cư đông đúc bốc mùi hôi thối, ảnh hưởng xấu đến sức khỏe và hoạt động kinh doanh."
11/12/2023,môi trường,"chính sách, quản lý",toàn quốc,4,Chính phủ,Bẫy ảnh hỗ trợ ngành lâm nghiệp kiểm soát bảo tồn đa dạng sinh học.,"dự án Quản lý rừng bền vững và Bảo tồn đa dạng sinh học (VFBC) do Cơ quan Phát triển Quốc tế Mỹ (USAID) tài trợ đã công bố kết quả điều tra bằng bẫy ảnh lớn nhất từ trước đến nay tại Việt Nam. Theo báo cáo của dự án, để tiến hành điều tra, dự án đã thiết lập 1.176 điểm bẫy ảnh tại 21 khu rừng đặc dụng và rừng phòng hộ trên địa bàn 8 tỉnh, thành phố và được hơn 120.000 ghi nhận động vật trong hàng triệu hình ảnh mà bẫy ảnh chụp được trong khoảng thời gian 2019-2023."
